Observation id,ground,Subject,Behavior,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Start (s),Stop (s),Image index start,Image index stop,Comment start,Comment stop
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,both paws,no reaction,,,81.758,81.758,787,787,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,both paws,no reaction,,,89.031,89.031,28,28,,
Paradise_2024_08_01_L5_Box1,grass,face_mask,solve,right lever,head,exit,,,174.109,174.109,239,239,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,right paw,no reaction,,,230.506,230.506,412,412,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,both paws,no reaction,,,238.439,238.439,650,650,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,left paw,no reaction,,,280.639,280.639,1916,1916,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,head,no reaction,,,288.172,288.172,2142,2142,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,both paws,no reaction,,,312.672,312.672,2877,2877,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,left paw,exit,,,339.417,339.417,211,211,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,left paw,exit,,,400.701,400.701,297,297,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,437.807,437.807,901,901,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,482.913,482.913,1099,1099,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,501.919,501.919,363,363,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,528.885,528.885,1172,1172,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,559.451,559.451,2089,2089,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,564.585,564.585,2243,2243,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,head,no reaction,,,592.258,592.258,75,75,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,unknown,no reaction,,,617.824,617.824,842,842,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,670.49,670.49,2422,2422,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,687.596,687.596,370,370,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,no reaction,,,703.529,703.529,848,848,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,719.229,719.229,1319,1319,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,820.173,820.173,584,584,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,835.406,835.406,1041,1041,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,838.206,838.206,1125,1125,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,flinch,,,858.339,858.339,1729,1729,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,882.273,882.273,2447,2447,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,right lever,unknown,no reaction,,,886.972,886.972,2588,2588,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,flinch,,,896.672,896.672,2879,2879,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,921.711,921.711,434,434,,
Paradise_2024_08_01_L5_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,"1,182,445","1,182,445",706,706,,
Paradise_2024_08_01_L5_Box1,grass,face_mask,solve,right lever,right paw,exit,,,"1,222,284","1,222,284",938,938,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,"1,257,357","1,257,357",217,217,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,"1,262,757","1,262,757",379,379,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,left paw,exit,,,"1,277,923","1,277,923",834,834,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,"1,291,690","1,291,690",1247,1247,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,"1,317,123","1,317,123",2010,2010,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,head,exit,,,"1,344,323","1,344,323",2826,2826,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,left lever,left paw,exit,,,"1,353,529","1,353,529",105,105,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,right paw,exit,,,"1,362,395","1,362,395",370,370,,
Paradise_2024_08_01_L5_Box1,grass,face_mask,solve,right lever,right paw,exit,,,"1,394,901","1,394,901",894,894,,
Paradise_2024_08_01_L5_Box1,grass,face_mask,solve,right lever,right paw,exit,,,"1,399,935","1,399,935",1045,1045,,
Paradise_2024_08_01_L5_Box1,grass,mushroom,solve,right lever,left paw,exit,,,"1,428,740","1,428,740",723,723,,
Paradise_2024_08_01_L5_Box2,dirt,mushroom,solve,right lever,left paw,exit,,,114.07,114.07,502,502,,
Paradise_2024_08_01_L5_Box2,dirt,mushroom,solve,right lever,right paw,exit,,,150.809,150.809,771,771,,
Paradise_2024_08_01_L5_Box2,dirt,mushroom,solve,right lever,left paw,exit,,,195.915,195.915,1161,1161,,
Paradise_2024_08_01_L5_Box2,dirt,mushroom,solve,right lever,right paw,exit,,,232.188,232.188,890,890,,
Paradise_2024_08_01_L5_Box2,dirt,face_mask,solve,right lever,left paw,exit,,,311.212,311.212,484,484,,
Paradise_2024_08_01_L5_Box2,dirt,face_mask,solve,right lever,left paw,exit,,,338.478,338.478,1302,1302,,
Paradise_2024_08_01_L5_Box2,dirt,face_mask,solve,right lever,left paw,exit,,,370.99,370.99,80,80,,
Paradise_2024_08_01_L5_Box2,dirt,face_mask,solve,left lever,left paw,exit,,,465.819,465.819,227,227,,
Paradise_2024_08_01_L5_Box2,dirt,mushroom,solve,left lever,left paw,exit,,,528.883,528.883,60,60,,
Paradise_2024_08_01_L5_Box2,dirt,ET,solve,left lever,unknown,flinch,,,842.884,842.884,25,25,,
Paradise_2024_08_01_L5_Box3,grass,maxi_pad,solve,left lever,head,exit,,,47.624,47.624,555,555,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,151.527,151.527,157,157,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,188.699,188.699,35,35,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,363.688,363.688,765,765,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,380.622,380.622,1273,1273,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,437.534,437.534,1408,1408,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,533.705,533.705,1068,1068,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,unknown,no reaction,,,547.239,547.239,1474,1474,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,552.172,552.172,1622,1622,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,562.538,562.538,1933,1933,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,574.538,574.538,2293,2293,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,590.305,590.305,2766,2766,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,602.938,602.938,3145,3145,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,611.838,611.838,3412,3412,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,624.438,624.438,3790,3790,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,706.441,706.441,91,91,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,736.714,736.714,373,373,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,771.247,771.247,1409,1409,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,left lever,both paws,exit,,,"1,022,181","1,022,181",131,131,,
Paradise_2024_08_01_L5_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,"1,057,648","1,057,648",1195,1195,,
Paradise_2024_08_05_L2_Box1,grass,donut,solve,right lever,both paws,exit,,,94.997,94.997,1420,1420,,
Paradise_2024_08_05_L2_Box1,grass,donut,solve,right lever,right paw,exit,,,182.302,182.302,2392,2392,,
Paradise_2024_08_05_L2_Box2,grass,donut,solve,left lever,unknown,flinch,,,166.708,166.708,459,459,,
Paradise_2024_08_05_L2_Box2,grass,donut,solve,left lever,left paw,exit,,,206.18,206.18,840,840,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,unknown,no reaction,,,496.004,496.004,552,552,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,519.777,519.777,412,412,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,603.095,603.095,784,784,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,622.428,622.428,1364,1364,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,right lever,left paw,no reaction,,,646.394,646.394,2083,2083,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,649.867,649.867,102,102,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,658.067,658.067,348,348,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,664.233,664.233,533,533,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,690.706,690.706,265,265,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,704.839,704.839,689,689,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,712.039,712.039,905,905,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,739.905,739.905,1741,1741,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,749.172,749.172,2019,2019,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,766.005,766.005,2524,2524,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,802.071,802.071,3606,3606,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,844.671,844.671,4884,4884,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,865.471,865.471,5508,5508,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,878.337,878.337,5894,5894,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,895.004,895.004,6394,6394,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,908.07,908.07,6786,6786,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,915.637,915.637,7013,7013,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,929.743,929.743,70,70,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,943.982,943.982,20,20,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,945.282,945.282,59,59,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,958.049,958.049,442,442,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,963.382,963.382,602,602,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,973.415,973.415,903,903,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,right paw,no reaction,,,983.788,983.788,88,88,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,both paws,no reaction,,,987.488,987.488,199,199,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,"1,001,027","1,001,027",326,326,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,"1,034,340","1,034,340",393,393,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,"1,040,073","1,040,073",565,565,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,"1,051,106","1,051,106",896,896,,
Paradise_2024_08_05_L2_Box3,grass,hermit_crab,solve,left lever,left paw,no reaction,,,"1,053,973","1,053,973",982,982,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,23.68,23.68,114,114,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,unknown,no reaction,,,45.246,45.246,761,761,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,63.446,63.446,1307,1307,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,86.346,86.346,1994,1994,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,116.879,116.879,2910,2910,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,123.945,123.945,3122,3122,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,197.678,197.678,5334,5334,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,212.544,212.544,5780,5780,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,266.844,266.844,7409,7409,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,right paw,exit,,,281.21,281.21,7840,7840,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,307.916,307.916,575,575,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,336.488,336.488,633,633,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,404.367,404.367,169,169,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,463.733,463.733,1950,1950,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,485.266,485.266,2596,2596,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,unknown,no reaction,,,511.806,511.806,12,12,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,right paw,no reaction,,,555.711,555.711,1068,1068,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,570.384,570.384,199,199,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,579.517,579.517,473,473,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,586.917,586.917,695,695,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,656.328,656.328,205,205,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,666.561,666.561,512,512,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,674.694,674.694,756,756,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,687.661,687.661,1145,1145,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,697.428,697.428,1438,1438,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,709.027,709.027,1786,1786,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,721.294,721.294,2154,2154,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,unknown,no reaction,,,748.839,748.839,2,2,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,765.779,765.779,198,198,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,left paw,no reaction,,,778.745,778.745,587,587,,
Paradise_2024_08_05_L4_Box1,grass,hermit_crab,solve,left lever,both paws,no reaction,,,786.812,786.812,829,829,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,"1,112,788","1,112,788",333,333,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,"1,155,054","1,155,054",1601,1601,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,"1,186,520","1,186,520",2545,2545,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,right paw,exit,,,"1,324,264","1,324,264",1561,1561,,
Paradise_2024_08_05_L4_Box1,grass,mushroom,solve,left lever,left paw,exit,,,"1,337,164","1,337,164",1948,1948,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,left paw,no reaction,,,71.624,71.624,803,803,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,124.564,124.564,414,414,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,149.069,149.069,522,522,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,180.042,180.042,111,111,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,193.348,193.348,187,187,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,205.481,205.481,551,551,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,223.648,223.648,1095,1095,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,right paw,exit,,,239.314,239.314,1565,1565,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,left paw,exit,,,271.453,271.453,706,706,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,right lever,right paw,exit,,,425.542,425.542,272,272,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,right lever,head,flinch,,,593.959,593.959,2099,2099,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,left paw,exit,,,630.531,630.531,554,554,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,right paw,exit,,,648.464,648.464,1092,1092,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,left paw,exit,,,669.937,669.937,379,379,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,696.603,696.603,1179,1179,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,812.08,812.08,416,416,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,825.347,825.347,814,814,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,right lever,right paw,exit,,,834.18,834.18,1079,1079,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,875.593,875.593,81,81,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,892.326,892.326,583,583,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,905.126,905.126,967,967,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,916.792,916.792,1317,1317,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,"1,036,870","1,036,870",172,172,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,flinch,,,"1,055,336","1,055,336",726,726,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,"1,072,303","1,072,303",1235,1235,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,right lever,head,flinch,,,"1,128,236","1,128,236",2913,2913,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,right paw,no reaction,,,"1,148,469","1,148,469",3520,3520,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,right lever,right paw,no reaction,,,"1,182,502","1,182,502",4541,4541,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,both paws,flinch,,,"1,223,035","1,223,035",5757,5757,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,no reaction,,,"1,244,235","1,244,235",6393,6393,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,no reaction,,,"1,251,068","1,251,068",6598,6598,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,no reaction,,,"1,259,034","1,259,034",6837,6837,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,307,473","1,307,473",686,686,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,"1,327,940","1,327,940",1300,1300,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,alert,,,"1,352,673","1,352,673",2042,2042,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,358,479","1,358,479",66,66,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,394,951","1,394,951",275,275,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,415,430","1,415,430",278,278,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,429,230","1,429,230",692,692,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,head,exit,,,"1,458,970","1,458,970",652,652,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,flinch,,,"1,480,303","1,480,303",1292,1292,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,532,702","1,532,702",2864,2864,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,right paw,exit,,,"1,556,502","1,556,502",3578,3578,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,568,835","1,568,835",3948,3948,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,both paws,exit,,,"1,584,335","1,584,335",4413,4413,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,exit,,,"1,608,068","1,608,068",5125,5125,,
Paradise_2024_08_05_L4_Box2,grass,face_mask,solve,left lever,left paw,flinch,,,"1,637,735","1,637,735",6015,6015,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,right lever,head,alert,,,"1,712,980","1,712,980",1387,1387,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,no reaction,,,"1,776,479","1,776,479",3292,3292,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,no reaction,,,"1,796,879","1,796,879",3904,3904,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,alert,,,"1,804,479","1,804,479",4132,4132,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,right lever,right paw,no reaction,,,"1,826,278","1,826,278",4786,4786,,
Paradise_2024_08_05_L4_Box2,grass,maxi_pad,solve,left lever,left paw,flinch,,,"1,839,378","1,839,378",5179,5179,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,50.191,50.191,686,686,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,56.291,56.291,869,869,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,311.401,311.401,95,95,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,318.768,318.768,316,316,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,330.468,330.468,667,667,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,338.701,338.701,914,914,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,358.601,358.601,1511,1511,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,367.367,367.367,1774,1774,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,372.634,372.634,1932,1932,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,left paw,no reaction,,,391.367,391.367,2494,2494,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,399.2,399.2,2729,2729,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,409.9,409.9,3050,3050,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,423.6,423.6,3461,3461,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,433.833,433.833,3768,3768,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,444.606,444.606,245,245,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,453.939,453.939,525,525,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,459.506,459.506,692,692,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,467.506,467.506,932,932,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,478.706,478.706,1268,1268,,
Paradise_2024_08_05_L4_Box3,grass,mushroom,solve,right lever,right paw,exit,,,612.784,612.784,2397,2397,,
Paradise_2024_08_05_L4_Box3,grass,mushroom,solve,right lever,left paw,exit,,,624.117,624.117,2737,2737,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,right paw,no reaction,,,649.289,649.289,320,320,,
Paradise_2024_08_05_L4_Box3,grass,hermit_crab,solve,right lever,both paws,no reaction,,,655.889,655.889,518,518,,
Paradise_2024_08_05_L6_Box1,dirt,dilemma,solve,left lever,left paw,exit,,,87.952,87.952,227,227,,
Paradise_2024_08_05_L6_Box1,dirt,dilemma,solve,left lever,both paws,exit,,,103.158,103.158,257,257,,
Paradise_2024_08_05_L6_Box1,dirt,dilemma,solve,left lever,both paws,exit,,,150.236,150.236,660,660,,
Paradise_2024_08_05_L6_Box1,dirt,dilemma,solve,left lever,both paws,exit,,,159.809,159.809,92,92,,
