Observation id,ground,Subject,Behavior,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Start (s),Stop (s),Image index start,Image index stop,Comment start,Comment stop
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,113.896,113.896,241,241,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,166.095,166.095,1808,1808,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,left lever,both paws,no reaction,,,204.295,204.295,2953,2953,,
Crow_2024_07_10_L2_Box1,dirt,boomerang,solve,right lever,right paw,exit,,,315.3,315.3,2627,2627,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,400.784,400.784,1188,1188,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,left lever,unknown,no reaction,,,432.951,432.951,2153,2153,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,left lever,both paws,no reaction,,,440.384,440.384,2376,2376,,
Crow_2024_07_10_L2_Box1,dirt,boomerang,solve,left lever,left paw,exit,,,529.256,529.256,1343,1343,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,684.74,684.74,725,725,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,right paw,no reaction,,,751.006,751.006,2713,2713,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,right paw,no reaction,,,791.839,791.839,3937,3937,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,unknown,no reaction,,,824.438,824.438,0,0,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,865.911,865.911,1244,1244,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,873.411,873.411,1469,1469,,
Crow_2024_07_10_L2_Box1,dirt,key_hole,solve,left lever,both paws,no reaction,,,909.177,909.177,2542,2542,,
Crow_2024_07_10_L2_Box2,dirt,boomerang,solve,right lever,right paw,exit,,,71.757,71.757,445,445,,
Crow_2024_07_10_L2_Box2,dirt,key_hole,solve,left lever,left paw,no reaction,,,227.691,227.691,233,233,,
Crow_2024_07_10_L2_Box2,dirt,key_hole,solve,right lever,both paws,no reaction,,,267.624,267.624,1431,1431,,
Crow_2024_07_10_L2_Box2,dirt,key_hole,solve,right lever,both paws,no reaction,,,343.936,343.936,1415,1415,,
Crow_2024_07_10_L2_Box3,grass,seventy_six,solve,left lever,right paw,exit,,,164.064,164.064,1192,1192,,
Crow_2024_07_10_L2_Box3,grass,LA,solve,left lever,right paw,exit,,,370.631,370.631,377,377,,
Crow_2024_07_10_L2_Box3,grass,boomerang,solve,left lever,left paw,exit,,,564.153,564.153,322,322,,
Crow_2024_07_10_L2_Box3,grass,aries,solve,left lever,left paw,exit,,,813.109,813.109,4349,4349,,
Crow_2024_07_10_L2_Box3,grass,aries,solve,left lever,left paw,exit,,,"1,002,653","1,002,653",211,211,,
Crow_2024_07_10_L2_Box3,grass,aries,solve,left lever,left paw,exit,,,"1,067,965","1,067,965",432,432,,
Crow_2024_07_10_L2_Box3,grass,seventy_six,solve,left lever,right paw,exit,,,163.897,163.897,1187,1187,,
Crow_2024_07_10_L2_Box3,grass,LA,solve,left lever,right paw,exit,,,369.798,369.798,352,352,,
Crow_2024_07_10_L2_Box3,grass,boomerang,solve,left lever,left paw,exit,,,563.287,563.287,297,297,,
Crow_2024_07_10_L2_Box3,grass,aries,solve,left lever,left paw,exit,,,812.476,812.476,4330,4330,,
Crow_2024_07_10_L2_Box3,grass,aries,solve,left lever,left paw,exit,,,"1,001,886","1,001,886",188,188,,
Crow_2024_07_10_L2_Box3,grass,aries,solve,left lever,left paw,exit,,,"1,067,465","1,067,465",417,417,,
Crow_2024_07_10_L3_Box1,leaves,Amazon,solve,left lever,left paw,exit,,,141.43,141.43,383,383,Can't see right paw,
Crow_2024_07_10_L3_Box1,leaves,insect,solve,right lever,right paw,exit,,,271.36,271.36,538,538,,
Crow_2024_07_10_L3_Box2,dirt,Amazon,solve,left lever,left paw,exit,,,175.051,175.051,3321,3321,,
Crow_2024_07_10_L3_Box2,dirt,Capital_Z,solve,left lever,both paws,exit,,,336.54,336.54,194,194,,
Crow_2024_07_10_L3_Box2,dirt,key_hole,solve,right lever,both paws,no reaction,,,462.015,462.015,155,155,,
Crow_2024_07_10_L3_Box2,dirt,key_hole,solve,right lever,both paws,no reaction,,,495.815,495.815,1169,1169,,
Crow_2024_07_10_L3_Box2,dirt,key_hole,solve,right lever,both paws,no reaction,,,502.982,502.982,1384,1384,,
Crow_2024_07_10_L3_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,526.815,526.815,2099,2099,,
Crow_2024_07_10_L3_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,571.148,571.148,3429,3429,,
Crow_2024_07_10_L3_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,586.214,586.214,3881,3881,,
Crow_2024_07_10_L3_Box2,dirt,Amazon,solve,left lever,both paws,exit,,,861.457,861.457,1240,1240,,
Crow_2024_07_10_L3_Box2,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"1,146,179","1,146,179",2225,2225,,
Crow_2024_07_10_L3_Box2,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,188,478","1,188,478",3494,3494,,
Crow_2024_07_10_L3_Box2,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"1,290,810","1,290,810",6563,6563,,
Crow_2024_07_10_L3_Box2,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"1,298,244","1,298,244",6786,6786,,
Crow_2024_07_10_L3_Box3,leaves,Amazon,solve,right lever,right paw,exit,,,245.801,245.801,387,387,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,58.891,58.891,686,686,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,77.691,77.691,1250,1250,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,89.724,89.724,1611,1611,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,102.791,102.791,2003,2003,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,110.491,110.491,2234,2234,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,112.991,112.991,2309,2309,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,122.624,122.624,2598,2598,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,161.957,161.957,3778,3778,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,left paw,no reaction,,,178.057,178.057,4261,4261,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,left paw,no reaction,,,187.723,187.723,4551,4551,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,right paw,no reaction,,,194.09,194.09,4742,4742,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,201.523,201.523,4965,4965,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,218.356,218.356,5470,5470,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,221.656,221.656,5569,5569,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,231.123,231.123,5853,5853,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,236.456,236.456,6013,6013,,
Crow_2024_07_16_L4_Box2,dirt,candy_corn,solve,left lever,right paw,exit,,,385.593,385.593,1460,1460,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,405.599,405.599,361,361,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,413.165,413.165,588,588,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,430.799,430.799,1117,1117,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,left paw,no reaction,,,435.965,435.965,1272,1272,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,right paw,no reaction,,,470.865,470.865,2319,2319,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,right lever,right paw,no reaction,,,505.731,505.731,3365,3365,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,right lever,both paws,no reaction,,,523.704,523.704,223,223,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,left lever,both paws,no reaction,,,538.17,538.17,657,657,,
Crow_2024_07_16_L4_Box2,dirt,aries,solve,right lever,both paws,no reaction,,,555.57,555.57,1179,1179,,
Crow_2024_07_16_L4_Box2,dirt,boomerang,solve,left lever,left paw,exit,,,579.349,579.349,432,432,,
Crow_2024_07_16_L4_Box2,dirt,boomerang,solve,left lever,left paw,exit,,,645.533,645.533,103,103,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,675.333,675.333,997,997,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,683.066,683.066,1229,1229,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,right lever,both paws,no reaction,,,688.766,688.766,1400,1400,,
Crow_2024_07_16_L4_Box2,dirt,key_hole,solve,left lever,both paws,no reaction,,,694.232,694.232,1564,1564,,
Crow_2024_07_16_L4_Box2,dirt,boomerang,solve,left lever,left paw,exit,,,728.565,728.565,2594,2594,,
Crow_2024_07_16_L4_Box2,dirt,boomerang,solve,left lever,both paws,exit,,,758.699,758.699,3498,3498,,
Crow_2024_07_16_L4_Box2,dirt,recycling,solve,right lever,right paw,exit,,,828.577,828.577,466,466,,
Crow_2024_07_16_L4_Box2,dirt,boomerang,solve,left lever,left paw,exit,,,904.649,904.649,2055,2055,,
Crow_2024_07_16_L4_Box2,dirt,escape_arrow,solve,left lever,left paw,no reaction,,,990.094,990.094,43,43,,
Crow_2024_07_16_L4_Box3,dirt,bowtie,solve,left lever,right paw,exit,,,136.636,136.636,863,863,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,290.625,290.625,620,620,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,307.858,307.858,1137,1137,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,318.892,318.892,1468,1468,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,331.058,331.058,1833,1833,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,352.225,352.225,2468,2468,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,391.991,391.991,3661,3661,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,439.59,439.59,5089,5089,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,right lever,right paw,no reaction,,,453.057,453.057,5493,5493,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,right lever,right paw,no reaction,,,457.263,457.263,87,87,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,512.002,512.002,1060,1060,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,537.235,537.235,1817,1817,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,622.634,622.634,4379,4379,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,663.167,663.167,5595,5595,,
Crow_2024_07_16_L4_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,797.205,797.205,340,340,,
Crow_2024_07_16_L4_Box3,dirt,Amazon,solve,left lever,left paw,exit,,,860.638,860.638,2243,2243,,
Crow_2024_07_16_L4_Box3,dirt,Amazon,solve,left lever,left paw,exit,,,901.404,901.404,3466,3466,,
Crow_2024_07_10_L6_Box1,grass,opera,solve,left lever,left paw,exit,,,564.019,564.019,2563,2563,,
Crow_2024_07_10_L6_Box1,grass,opera,solve,left lever,left paw,exit,,,599.999,599.999,21,21,,
Crow_2024_07_10_L6_Box2,grass,opera,solve,right lever,both paws,exit,,,195.99,195.99,4821,4821,,
Crow_2024_07_10_L6_Box2,grass,opera,solve,right lever,right paw,exit,,,260.135,260.135,1521,1521,,
Crow_2024_07_10_L6_Box2,grass,opera,solve,right lever,both paws,exit,,,723.22,723.22,2134,2134,,
Crow_2024_07_10_L6_Box2,grass,snake_head,solve,right lever,right paw,exit,,,802.291,802.291,2133,2133,,
Crow_2024_07_10_L6_Box3,grass,CO2,solve,right lever,both paws,exit,,,129.078,129.078,2184,2184,,
Crow_2024_07_10_L6_Box3,grass,CO2,solve,left lever,both paws,exit,,,248.249,248.249,3284,3284,,
Crow_2024_07_10_L6_Box3,grass,opera,solve,left lever,both paws,exit,,,441.078,441.078,257,257,Lever does not reset. Not recorded as a solve in raw data.,
Crow_2024_07_16_L1_Box1,dirt,barnacle,solve,right lever,head,exit,,,75.891,75.891,306,306,It looked like it was just his head but I couldn't see his paws.,
Crow_2024_07_16_L1_Box1,dirt,barnacle,solve,right lever,head,exit,,,114.469,114.469,161,161,,
Crow_2024_07_16_L1_Box1,dirt,barnacle,solve,right lever,right paw,exit,,,141.008,141.008,594,594,,
Crow_2024_07_16_L1_Box1,dirt,barnacle,solve,left lever,both paws,exit,,,175.487,175.487,282,282,,
Crow_2024_07_16_L1_Box1,dirt,barnacle,solve,left lever,unknown,exit,,,211.859,211.859,904,904,,
Crow_2024_07_16_L1_Box1,dirt,barnacle,solve,left lever,left paw,exit,,,232.498,232.498,406,406,,
Crow_2024_07_16_L1_Box2,dirt,barnacle,solve,left lever,left paw,exit,,,167.29,167.29,1204,1204,,
Crow_2024_07_16_L1_Box2,dirt,barnacle,solve,left lever,right paw,exit,,,238.529,238.529,1936,1936,,
Crow_2024_07_16_L1_Box2,dirt,barnacle,solve,right lever,right paw,exit,,,303.268,303.268,1748,1748,,
Crow_2024_07_16_L1_Box2,dirt,barnacle,solve,right lever,right paw,exit,,,394.906,394.906,2552,2552,,
Crow_2024_07_16_L1_Box2,dirt,barnacle,solve,left lever,left paw,exit,,,446.685,446.685,171,171,,
Crow_2024_07_16_L1_Box2 (imported at 2024-10-07 12:37:21),dirt,barnacle,solve,left lever,left paw,exit,,,166.923,166.923,1193,1193,,
Crow_2024_07_16_L1_Box2 (imported at 2024-10-07 12:37:21),dirt,barnacle,solve,left lever,right paw,exit,,,238.062,238.062,1922,1922,,
Crow_2024_07_16_L1_Box2 (imported at 2024-10-07 12:37:21),dirt,barnacle,solve,right lever,right paw,exit,,,302.434,302.434,1723,1723,,
Crow_2024_07_16_L1_Box2 (imported at 2024-10-07 12:37:21),dirt,barnacle,solve,right lever,right paw,exit,,,394.206,394.206,2531,2531,,
Crow_2024_07_16_L1_Box2 (imported at 2024-10-07 12:37:21),dirt,barnacle,solve,left lever,left paw,exit,,,446.151,446.151,155,155,,
Crow_2024_07_16_L4_Box1,dirt,CO2,solve,right lever,unknown,exit,,,74.854,74.854,121,121,,
Crow_2024_07_16_L4_Box1,dirt,recycling,solve,right lever,left paw,exit,,,147.272,147.272,1030,1030,,
Crow_2024_07_16_L4_Box1,dirt,key_hole,solve,left lever,both paws,no reaction,,,159.678,159.678,165,165,,
Crow_2024_07_16_L4_Box1,dirt,key_hole,solve,right lever,both paws,no reaction,,,209.484,209.484,985,985,,
Crow_2024_07_16_L4_Box1,dirt,recycling,solve,right lever,unknown,exit,,,272.489,272.489,795,795,,
Crow_2024_07_16_L4_Box1,dirt,CO2,solve,right lever,right paw,no reaction,,,312.228,312.228,984,984,,
Crow_2024_07_16_L4_Box1,dirt,CO2,solve,right lever,right paw,no reaction,,,343.167,343.167,605,605,,
Crow_2024_07_16_L4_Box1,dirt,key_hole,solve,right lever,right paw,no reaction,,,363.434,363.434,1213,1213,,
Crow_2024_07_16_L4_Box1,dirt,key_hole,solve,left lever,both paws,no reaction,,,371.7,371.7,1461,1461,,
Crow_2024_07_16_L4_Box1,dirt,key_hole,solve,left lever,both paws,no reaction,,,378.767,378.767,1673,1673,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,no reaction,,,88.13,88.13,1610,1610,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,exit,,,177.309,177.309,2129,2129,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,both paws,flinch,,,240.754,240.754,474,474,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,right paw,no reaction,,,309.453,309.453,2535,2535,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,flinch,,,317.386,317.386,2773,2773,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,right paw,flinch,,,401.685,401.685,5302,5302,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,no reaction,,,451.718,451.718,6803,6803,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,flinch,,,539.117,539.117,9425,9425,,
Crow_2024_07_23_L2_Box1,dirt,candy_corn,solve,left lever,unknown,exit,,,775.417,775.417,529,529,,
Crow_2024_07_23_L2_Box1,dirt,candy_corn,solve,left lever,right paw,exit,,,798.49,798.49,357,357,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,no reaction,,,"1,220,620","1,220,620",378,378,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,right paw,no reaction,,,"1,279,359","1,279,359",688,688,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,left paw,no reaction,,,"1,403,304","1,403,304",958,958,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,right paw,no reaction,,,"1,502,436","1,502,436",3932,3932,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,head,no reaction,,,"1,530,202","1,530,202",4765,4765,,
Crow_2024_07_23_L2_Box1,dirt,boomerang,solve,left lever,head,no reaction,,,"1,560,135","1,560,135",5663,5663,,
Crow_2024_07_23_L2_Box2,dirt,candy_corn,solve,right lever,right paw,exit,,,96.717,96.717,2179,2179,,
Crow_2024_07_23_L2_Box2,dirt,boomerang,solve,left lever,left paw,no reaction,,,151.069,151.069,337,337,no seed comes out,
Crow_2024_07_23_L2_Box2,dirt,candy_corn,solve,left lever,right paw,exit,,,258.819,258.819,679,679,,
Crow_2024_07_23_L2_Box3,dirt,boomerang,solve,right lever,both paws,flinch,,,132.511,132.511,3566,3566,,
Crow_2024_07_23_L2_Box3,dirt,boomerang,solve,right lever,right paw,exit,,,171.251,171.251,213,213,,
Crow_2024_07_23_L2_Box3,dirt,boomerang,solve,right lever,head,flinch,,,296.955,296.955,663,663,,
Crow_2024_07_23_L2_Box3,dirt,boomerang,solve,right lever,right paw,exit,,,339.955,339.955,1953,1953,,
Crow_2024_07_23_L2_Box3,dirt,boomerang,solve,right lever,left paw,flinch,,,383.221,383.221,3251,3251,,
Crow_2024_07_23_L2_Box3,dirt,boomerang,solve,right lever,both paws,exit,,,426.654,426.654,4554,4554,,
Crow_2024_07_23_L3_Box1,leaves,key_hole,solve,right lever,both paws,no reaction,,,19.152,19.152,95,95,,
Crow_2024_07_23_L3_Box1,leaves,key_hole,solve,right lever,right paw,no reaction,,,38.419,38.419,673,673,,
Crow_2024_07_23_L3_Box1,leaves,key_hole,solve,left lever,left paw,no reaction,,,74.452,74.452,1754,1754,,
Crow_2024_07_23_L3_Box1,leaves,key_hole,solve,left lever,left paw,no reaction,,,82.218,82.218,1987,1987,,
Crow_2024_07_23_L3_Box1,leaves,key_hole,solve,left lever,both paws,no reaction,,,104.458,104.458,442,442,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,201.064,201.064,2444,2444,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,245.496,245.496,3777,3777,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,283.803,283.803,943,943,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,318.202,318.202,1975,1975,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,341.235,341.235,2666,2666,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,377.935,377.935,3767,3767,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,403.701,403.701,4540,4540,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,455.84,455.84,1337,1337,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,505.479,505.479,1037,1037,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,534.318,534.318,652,652,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,right paw,flinch,,,573.684,573.684,1833,1833,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,flinch,,,612.05,612.05,2984,2984,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,632.25,632.25,3590,3590,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,667.722,667.722,588,588,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,716.628,716.628,1232,1232,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,751.033,751.033,729,729,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,835.905,835.905,2118,2118,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,885.171,885.171,3596,3596,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,flinch,,,928.277,928.277,874,874,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,959.822,959.822,611,611,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,"1,021,561","1,021,561",1400,1400,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,flinch,,,"1,084,545","1,084,545",241,241,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"1,128,984","1,128,984",1324,1324,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,left paw,exit,,,"1,281,701","1,281,701",2556,2556,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,"1,340,274","1,340,274",1500,1500,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,right paw,flinch,,,"1,554,760","1,554,760",1446,1446,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"1,577,466","1,577,466",505,505,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,exit,,,"1,620,805","1,620,805",883,883,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,flinch,,,"1,660,938","1,660,938",2087,2087,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"1,683,677","1,683,677",568,568,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,flinch,,,"1,734,222","1,734,222",290,290,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"1,763,989","1,763,989",1183,1183,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"1,824,555","1,824,555",3000,3000,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,no reaction,,,"1,872,334","1,872,334",49,49,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,flinch,,,"1,915,234","1,915,234",1336,1336,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,left paw,flinch,,,"1,948,373","1,948,373",665,665,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"1,988,679","1,988,679",76,76,,
Crow_2024_07_23_L3_Box1,leaves,Amazon,solve,left lever,head,alert,,,"2,017,779","2,017,779",949,949,,
Crow_2024_07_23_L3_Box2,leaves,Amazon,solve,left lever,head,exit,,,173.657,173.657,260,260,,
Crow_2024_07_23_L3_Box2,leaves,Capital_Z,solve,right lever,right paw,exit,,,560.008,560.008,213,213,,
Crow_2024_07_23_L3_Box3,dirt,Maui,solve,left lever,left paw,exit,,,399.078,399.078,1092,1092,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,472.229,472.229,521,521,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,489.929,489.929,1052,1052,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,497.429,497.429,1277,1277,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,597.361,597.361,4275,4275,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,615.261,615.261,4812,4812,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,631.861,631.861,5310,5310,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,656.861,656.861,6060,6060,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,684.927,684.927,6902,6902,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,791.126,791.126,10088,10088,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,None,both paws,no reaction,,,"1,275,040","1,275,040",1123,1123,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,327,206","1,327,206",2688,2688,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,354,472","1,354,472",3506,3506,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,right paw,no reaction,,,"1,371,005","1,371,005",4002,4002,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,393,438","1,393,438",4675,4675,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,418,338","1,418,338",5422,5422,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,437,105","1,437,105",5985,5985,,
Crow_2024_07_23_L3_Box3,dirt,libra,solve,right lever,right paw,exit,,,"1,905,919","1,905,919",229,229,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,929,092","1,929,092",394,394,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,958,558","1,958,558",1278,1278,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,right lever,both paws,no reaction,,,"1,967,025","1,967,025",1532,1532,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,"2,143,390","2,143,390",6823,6823,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,left paw,no reaction,,,"2,168,723","2,168,723",7583,7583,,
Crow_2024_07_23_L3_Box3,dirt,key_hole,solve,left lever,both paws,no reaction,,,"2,189,089","2,189,089",8194,8194,,
